,goodreads_book_id,authors,original_publication_year,title,average_rating,ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
2312,19103097,Lev Grossman,21,"The Magician's Land (The Magicians, #3)",4.16,40799,4039,257,1082,6785,19244,16889
2313,10979,William Faulkner,21,Light in August,3.93,42101,1948,1258,2863,9000,15803,15497
2314,24335,"E.B. White, Fred Marcellino",21,The Trumpet of the Swan,4.06,53191,1651,862,2468,11566,18121,22202
2315,13641208,George Saunders,21,Tenth of December,3.96,39183,5730,1307,2928,7848,15773,15693
2316,6944032,Sherrilyn Kenyon,21,"Night Pleasures (Dark-Hunter, #1)",4.23,25985,2339,756,2013,9319,20275,29576
2317,998,"Thomas J. Stanley, William D. Danko",21,The Millionaire Next Door: The Surprising Secrets of Americas Wealthy,4.0,43937,2049,645,2318,10382,16665,16738
2318,5267365,Ally Carter,21,"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)",4.2,55517,2389,618,1784,9930,19190,26986
2319,14318,Bob Dylan,21,"Chronicles, Vol. 1",3.98,35468,1350,1010,2024,7643,13330,14110
2320,26,Bill Bryson,21,The Lost Continent: Travels in Small Town America,3.83,40254,2119,1100,2653,10395,16124,11930
2321,9500416,Lisa See,21,Dreams of Joy (Shanghai Girls #2),4.06,43863,4272,328,1478,8818,20993,15470
2322,43326,Sidney Sheldon,21,Tell Me Your Dreams,3.93,34445,1312,466,2032,9076,13508,11822
2323,8248,"Laura Ingalls Wilder, Garth Williams",21,"By the Shores of Silver Lake  (Little House, #5)",4.16,51640,866,500,1384,10796,19795,24110
2324,18630,Iain M. Banks,21,"The Player of Games (Culture, #2)",4.26,36505,1790,237,916,5528,17064,19248
2325,24384,"George Selden, Garth Williams",21,The Cricket in Times Square,4.01,49987,1283,848,2320,11715,17880,19273
2326,21343,Patrick Lencioni,21,The Five Dysfunctions of a Team: A Leadership Fable,4.01,40239,2106,835,1908,8766,16139,15528
2327,23940,"William S. Burroughs, Oliver  Harris, Allen Ginsberg",21,Junky,3.85,39031,1201,663,2595,11285,17095,11868
2328,313605,"Roger Fisher, William Ury, Bruce Patton",21,Getting to Yes: Negotiating an Agreement Without Giving In,3.88,37205,1113,772,2219,10217,14455,12363
2329,16136959,R.K. Lilley,21,"Mile High (Up in the Air, #2)",4.21,60279,1869,884,2374,8952,19554,28836
2330,25111004,Colleen Hoover,21,Nov-09,4.41,53321,10670,853,1617,5629,15492,36237
2331,29639736,Kerry Lonsdale,21,"Everything We Keep (Everything We Keep, #1)",3.84,69018,3734,2693,5079,15682,23180,22933
2332,15724654,Samantha Towle,21,"The Mighty Storm (The Storm, #1)",4.19,61203,3469,1312,2558,9189,20475,30172
2333,11250317,Madeline Miller,21,The Song of Achilles,4.27,45373,8419,921,2043,7529,17577,30331
2334,29405093,Amy Schumer,21,The Girl with the Lower Back Tattoo,3.76,47809,5840,1288,3467,14704,21986,12656
2335,99944,"Krishna-Dwaipayana Vyasa, Simon Brodbeck, Juan Mascaró",21,The Bhagavad Gita,4.1,33225,1316,1009,2097,7686,12170,19132
2336,431,"Paul Auster, Art Spiegelman",21,The New York Trilogy,3.92,34730,2418,807,2663,9082,17098,13315
2337,89763,Pam Muñoz Ryan,21,Esperanza Rising,3.91,49106,4620,1135,3130,11642,17972,16819
2338,5114,J.D. Salinger,21,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",4.11,36751,1373,360,1483,7692,14592,16283
2339,7455,Candace Bushnell,21,Sex and the City,3.37,39710,1590,4183,6983,11189,8999,11012
2340,30244,Laurell K. Hamilton,21,"The Killing Dance (Anita Blake, Vampire Hunter, #6)",4.12,54997,1104,576,2303,11614,20375,25151
2341,12321,"Friedrich Nietzsche, R.J. Hollingdale, Michael Tanner",21,Beyond Good and Evil,4.01,37181,1080,841,2112,8750,15897,15722
2342,108077,Christopher Paul Curtis,21,The Watsons Go to Birmingham - 1963,3.95,44830,3568,1023,2962,10043,15859,16544
2343,497199,Charles Bukowski,21,Factotum,3.96,37376,1213,457,1875,8979,16585,12548
2344,10215349,Julie Kagawa,21,"The Immortal Rules (Blood of Eden, #1)",4.1,52376,5673,1495,2534,9215,18420,24601
2345,5632446,Dave Cullen,21,Columbine,4.26,45029,6131,547,1084,5926,18857,22527
2346,31340,Anne Rice,21,"Lasher (Lives of the Mayfair Witches, #2)",3.84,45760,786,995,3683,13087,16887,15267
2347,22319275,Laila Ibrahim,21,Yellow Crocus,4.24,20554,3915,412,1033,5188,15040,18237
2348,15814872,"Mark Owen, Kevin Maurer",21,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,3.95,32267,3561,424,1854,8781,14847,11936
2349,13056159,Laura Moriarty,21,The Chaperone,3.84,42112,5063,484,2044,11777,21463,10121
2350,232123,Patricia Cornwell,21,"All That Remains (Kay Scarpetta, #3)",4.05,46604,788,167,1101,11394,20921,16527
2351,10596,"Richard Bachman, Stephen King",21,The Regulators,3.63,49405,903,1642,5634,16854,15840,13293
2352,25101,"Neil Gaiman, Matt Wagner, George Pratt, Dick Giordano, Kelley Jones, P. Craig Russell, Mike Dringenberg, Malcolm Jones III, Todd Klein, Harlan Ellison",21,Season of Mists (The Sandman #4),4.54,44811,1261,132,367,3403,14685,31872
2353,13130,"James Patterson, Andrew Gross",21,Judge & Jury,3.98,38516,890,413,1663,9837,15021,13684
2354,54539,George Eliot,21,Silas Marner,3.6,48196,2616,2514,5601,16073,18493,12595
2355,13644052,Jennifer L. Armentrout,21,"Origin (Lux, #4)",4.44,63533,6750,504,1349,6750,19216,40897
2356,13839,Michael Pollan,21,The Botany of Desire: A Plant's-Eye View of the World,4.05,37200,2753,445,1529,7265,15258,13648
2357,7930335,"Kami Garcia, Margaret Stohl",21,"Beautiful Redemption (Caster Chronicles, #4)",3.94,48268,3949,1008,3513,12988,19082,19516
2358,6746018,Kate Morton,21,The Distant Hours,3.87,46498,6263,958,3221,12672,21056,14910
2359,23125266,Clare Mackintosh,21,I Let You Go,4.09,39990,7154,587,1796,8957,23119,19251
2360,325128,Robert Louis Stevenson,21,"Kidnapped (David Balfour, #1)",3.78,44150,1319,906,3358,14044,17370,12842
2361,85431,H.G. Bissinger,21,"Friday Night Lights: A Town, a Team, and a Dream",4.11,35799,1835,808,1603,6623,13558,16593
2362,180066,David Sheff,21,Beautiful Boy: A Father's Journey Through His Son's Addiction,4.03,36682,3325,356,1491,7850,15553,12955
2363,12900174,Abbi Glines,21,"The Vincent Boys (The Vincent Boys, #1)",3.98,62029,3653,1720,3787,13230,22607,24919
2364,261240,Edgar Allan Poe,21,The Cask of Amontillado,4.09,48364,924,413,1928,9964,18501,19401
2365,1715,"Ovid, David Raeburn, Denis Feeney",21,Metamorphoses,4.03,42590,1121,680,2239,10119,16766,18144
2366,11206,Julia Alvarez,21,In the Time of the Butterflies,4.13,39917,3168,412,1369,7363,17645,17014
2367,77398,Robert Morgan,21,Gap Creek,3.71,42122,1406,788,3123,13790,16083,9846
2368,9680718,Jennifer L. Armentrout,21,"Half-Blood (Covenant, #1)",4.16,60629,5284,1647,2580,9829,20463,30038
2369,93263,"Bo Hampton, Tracey Hampton, Washington Irving",21,The Legend of Sleepy Hollow (Graphic Novel),3.96,43183,400,558,2151,10844,14704,14929
2370,27126,Jen Lancaster,21,"Bitter Is the New Black: Confessions of a Condescending, Egomaniacal, Self-Centered Smartass, Or, Why You Should Never Carry A Prada Bag to the Unemployment Office",3.9,41884,4092,1503,3107,9034,14033,15330
2371,12716613,Nora Roberts,21,The Witness,4.19,40943,4008,448,1380,7822,18688,21077
2372,21718,Karin Slaughter,21,"Blindsighted (Grant County, #1)",4.1,41857,1923,577,1487,8425,18229,17949
2373,292408,Wallace Stegner,21,Angle of Repose,4.27,40289,3560,634,1540,5279,13032,21719
2374,18989,John le Carré,21,"Tinker, Tailor, Soldier, Spy",4.04,40871,2990,944,2374,8842,19134,18167
2375,99085,Brian Jacques,21,"Lord Brocktree (Redwall, #13)",3.95,42764,206,1055,2177,10081,14817,15225
2376,13253276,Veronica Rossi,21,"Through the Ever Night (Under the Never Sky, #2)",4.17,54902,4142,869,1805,9007,21950,25183
2377,712313,Elin Hilderbrand,21,Barefoot,3.77,39531,2599,545,2542,12874,16693,9715
2378,6520,James Frey,21,My Friend Leonard,3.83,34996,1589,700,2536,9761,12977,10702
2379,72159,Tennessee Williams,21,Cat on a Hot Tin Roof,4.07,43781,726,526,1855,8915,17075,17624
2380,1829709,James Patterson,21,"The Final Warning (Maximum Ride, #4)",3.86,55993,2513,2201,5369,13265,16935,21991
2381,45109,Robin Hobb,21,"Golden Fool (Tawny Man, #2)",4.32,43700,823,164,776,5853,18214,23369
2382,204276,David Baldacci,21,"Split Second (Sean King & Michelle Maxwell, #1)",3.98,38387,1833,458,1461,9675,19459,13115
2383,9681098,Michael Connelly,21,"The Fifth Witness (Mickey Haller, #5; Harry Bosch Universe, #20)",4.17,37594,2557,163,740,7000,19488,16359
2384,91981,Tad Williams,21,"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",3.95,45102,1207,1222,2895,10178,16980,17005
2385,9522,Marjane Satrapi,21,"Persepolis, Volume 1",4.27,46993,301,1200,1409,5430,14422,24672
2386,71776,Jan Karon,21,"At Home in Mitford (Mitford Years, #1)",4.11,44509,2777,1116,2204,8210,14575,21051
2387,6828896,Tony Hsieh,21,"Delivering Happiness: A Path to Profits, Passion, and Purpose",4.01,37601,1820,1434,1964,7063,13582,15638
2388,542414,Anthony Horowitz,21,"Scorpia (Alex Rider, #5)",4.16,44197,1147,357,1586,8377,15847,19735
2389,18712886,Erika Johansen,21,"The Queen of the Tearling (The Queen of the Tearling, #1)",4.02,42472,7889,1295,2432,9114,22223,19189
2390,3552023,Gordon Korman,21,"One False Note (The 39 Clues, #2)",3.88,41970,1511,1286,2890,11020,13620,15394
2391,46777,Holly Black,21,"Tithe (Modern Faerie Tales, #1)",3.73,57326,3156,2799,5604,15129,18101,18715
2392,455930,Lee Child,21,"Echo Burning (Jack Reacher, #5)",3.98,38524,2090,311,1787,11056,20682,14475
2393,1895792,L.J. Smith,21,"The Fury / Dark Reunion (The Vampire Diaries, #3-4)",3.74,51745,1762,2144,5695,14228,14472,17776
2394,24378015,"Colleen Hoover, Tarryn Fisher",21,"Never Never (Never Never, #1)",4.12,54590,8438,905,2298,9272,20013,23492
2395,15818362,Elizabeth Haynes,21,Into the Darkest Corner,4.1,20725,4782,696,1644,7376,18194,17055
2396,76237,"Richard Lancelyn Green, Ronald Knox, Julian Symons, Various",21,The Further Adventures of Sherlock Holmes: After Sir Arthur Conan Doyle (Classic Crime),4.4,36863,36,286,457,4096,11411,20622
2397,79378,James Patterson,21,"Roses are Red (Alex Cross, #6)",4.02,44383,1074,249,1377,10942,19473,15296
2398,43893,Terry Goodkind,21,"Naked Empire (Sword of Truth, #8)",3.82,39682,548,1519,3639,9953,12891,14064
2399,92147,James Rollins,21,"Map of Bones (Sigma Force, #2)",4.06,42828,1312,759,1907,8591,17054,17220
2400,22571540,Harlan Coben,21,The Stranger,3.85,32333,3807,659,2378,10895,18136,11201
2401,1537534,Sara Shepard,21,"Unbelievable (Pretty Little Liars, #4)",4.06,46722,1856,594,2354,10544,16409,20125
2402,45195,"E.M. Forster, Oliver Stallybrass, Pankaj Mishra",21,A Passage to India,3.66,46675,2446,1581,4821,15168,19530,11800
2403,19549841,Rachel Hartman,21,"Seraphina (Seraphina, #1)",3.98,33510,7002,1627,3021,11407,22754,21190
2404,26046,Nora Roberts,21,"Morrigan's Cross (Circle Trilogy, #1)",4.14,43455,1189,817,1946,8062,13690,20646
2405,49824,Jean M. Auel,21,"The Mammoth Hunters (Earth's Children, #3)",3.88,44834,1268,646,3246,13554,18120,15797
2406,2903736,Jim Butcher,21,"Princeps' Fury (Codex Alera, #5)",4.35,42827,871,176,637,5199,17307,23507
2407,73968,Erich Segal,21,"Love Story (Love Story, #1)",3.6,41177,2237,1796,5239,12807,13839,10998
2408,858513,Kevin Henkes,21,Chrysanthemum,4.31,43520,1365,499,1344,6227,11635,24193
2409,11808950,Wendy Higgins,21,"Sweet Evil (Sweet, #1)",4.13,58879,5063,1915,2907,9290,18336,28555
2410,21484,Herman Wouk,21,"The Winds of War (The Henry Family, #1)",4.36,41940,1181,240,738,5055,14396,23010
2411,12341557,"Stephen King, Jae Lee",21,"The Wind Through the Keyhole (The Dark Tower, #4.5)",4.14,35888,4162,315,1269,7928,18952,18156
2412,68527,Bernard Cornwell,21,"The Last Kingdom (The Saxon Stories, #1)",4.23,38890,2730,310,974,6480,18897,20250
2413,81948,Michael E. Gerber,21,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,3.98,37671,1202,1442,2196,7417,12745,15323
2414,281235,"James Howe, Deborah Howe, Alan Daniel",21,"Bunnicula (Bunnicula, #1)",3.83,50699,1775,1673,3711,13598,16396,17289
2415,66678,R.A. Salvatore,21,"Exile (Forgotten Realms: The Dark Elf Trilogy, #2; Legend of Drizzt, #2)",4.24,37728,674,177,1035,6489,14649,19033
2416,11947829,Amanda Hocking,21,"Ascend (Trylle, #3)",4.08,26350,3408,918,2675,10081,17542,22620
2417,10822858,"Jussi Adler-Olsen, Lisa Hartford",21,"The Keeper of Lost Causes (Department Q, #1)",3.98,36825,3954,762,1777,9089,20939,13825
2418,23876,Gabriel García Márquez,21,Of Love and Other Demons,3.98,29639,1762,380,1753,9228,16583,12914
2419,3992598,Rick Riordan,21,The Demigod Files (Percy Jackson and the Olympians),4.04,55442,2153,509,2927,13955,18524,23589
2420,1297985,Oliver Sacks,21,Musicophilia: Tales of Music and the Brain,3.88,38152,1905,1447,2585,9250,13740,14008
2421,25526965,Stephen King,21,"End of Watch (Bill Hodges Trilogy, #3)",4.09,33780,5113,331,1462,8173,19057,16332
2422,3684856,Christopher Moore,21,Fool,3.96,41502,3161,963,2575,9218,15528,15605
2423,69136,John Connolly,21,The Book of Lost Things,3.98,43086,6441,780,2742,10409,19156,17430
2424,49195,Bill Clinton,21,My Life,3.72,35852,1049,1455,2819,10284,12894,9859
2425,59952,"Frank Miller, Lynn Varley",21,300,3.93,38323,712,888,2312,8897,13227,13458
2426,6697305,Linda Sue Park,21,"Storm Warning (The 39 Clues, #9)",3.98,39115,582,1473,2267,8525,11445,16712
2427,6950688,Ally Carter,21,"Only the Good Spy Young (Gallagher Girls, #4)",4.29,51772,2246,551,1448,7546,17067,27527
2428,455941,Lee Child,21,"Persuader (Jack Reacher, #7)",4.09,37434,2055,214,1069,8920,20844,15920
2429,58077,Charlaine Harris,21,"Grave Sight (Harper Connelly, #1)",3.85,52215,2250,1046,3440,14607,19717,16361
2430,1991039,"Jo Nesbø, Don Bartlett",21,"Flaggermusmannen (Harry Hole, #1)",3.56,22230,3957,1478,4686,16180,16807,8992
2431,407234,Nora Roberts,21,"Blood Brothers (Sign of Seven, #1)",4.15,42696,1545,609,1731,7801,14058,19917
2432,10912,Jodi Picoult,21,Picture Perfect,3.52,41631,2490,1226,4901,15975,14519,8098
2433,294963,"Nobuhiro Watsuki, Kenichiro Yagi",21,"Rurouni Kenshin, Vol. 1: Meiji Swordsman Romantic Story (Rurouni Kenshin, #1)",4.33,36765,261,558,1125,4828,9531,20952
2434,9888775,Miranda Kenneally,21,Catching Jordan,3.85,50383,3234,1832,3906,12187,15880,17982
2435,18600,Joe Simpson,21,Touching the Void: The True Story of One Man's Miraculous Survival,4.2,36048,1318,405,927,5750,14490,16313
2436,15784909,Colleen Hoover,21,"This Girl (Slammed, #3)",4.18,58808,5787,913,2706,9851,18712,29004
2437,205330,Simms Taback,21,There Was an Old Lady Who Swallowed a Fly,4.2,41867,719,728,1915,7494,9974,21791
2438,2255,Dan Millman,21,Way of the Peaceful Warrior: A Book That Changes Lives,4.13,34136,1579,727,1749,6140,11511,16589
2439,12781,Salman Rushdie,21,The Satanic Verses,3.71,37354,3036,2132,3911,10161,14645,12029
2440,6178648,Barbara Demick,21,Nothing to Envy: Ordinary Lives in North Korea,4.42,37284,5488,318,533,3272,15958,24018
2441,866222,"Jack Welch, Suzy Welch",21,Winning,3.8,33160,556,1525,2269,8119,11485,10462
2442,17158596,Gail McHugh,21,"Collide (Collide, #1)",4.24,55720,4562,1204,2220,7627,18053,29575
2443,3860977,Jonah Lehrer,21,How We Decide,3.81,32507,1401,1134,2113,8554,12116,9836
2444,91661,Laurie R. King,21,"The Beekeeper's Apprentice (Mary Russell, #1)",4.08,46665,4823,1064,2257,9331,19782,21257
2445,356321,"Jean de Brunhoff, Merle S. Haas",21,The Story of Babar,4.07,50976,328,932,2481,10843,14467,22424
2446,8458018,Michael Scott,21,"The Warlock (The Secrets of the Immortal Nicholas Flamel, #5)",4.17,41271,1618,442,1479,7495,14929,19404
2447,6316821,Jim Butcher,21,"First Lord's Fury (Codex Alera, #6)",4.37,41816,1261,167,723,5056,15763,24063
2448,6834410,Tom Rachman,21,The Imperfectionists,3.54,36571,5536,1199,4308,13687,16368,6404
2449,16151178,Katja Millay,21,The Sea of Tranquility,4.34,52982,8606,1238,2097,7130,17726,37733
2450,9517,"Marjane Satrapi, Anjali Singh",21,"Persepolis 2: The Story of a Return (Persepolis, #2)",4.23,45718,1991,301,1157,6932,17596,20996
2451,64217,Terry Pratchett,21,"Pyramids (Discworld, #7)",3.88,44710,1275,282,2577,14505,20281,14429
2452,149302,Raymond E. Feist,21,"Silverthorn (The Riftwar Saga, #3)",4.06,42148,591,271,1453,9587,18606,15903
2453,1314332,Jenny Downham,21,Before I Die,3.84,38551,3910,1164,3574,11493,15471,14869
2454,6728738,Elizabeth Gilbert,21,Committed: A Skeptic Makes Peace with Marriage,3.39,37410,4796,2063,5938,13932,12826,6751
2455,104378,Sarah Dessen,21,Keeping the Moon,3.86,51537,2454,844,3603,14783,17841,16921
2456,18080920,Veronica Roth,21,"The Transfer (Divergent, #0.1)",4.19,42240,2918,439,1597,8396,15513,21927
2457,43887,Terry Goodkind,21,"Chainfire (Sword of Truth, #9)",3.95,38743,564,1146,2726,8448,13118,15418
2458,129650,"Julia Child, Simone Beck, Louisette Bertholle",21,Mastering the Art of French Cooking,4.33,34055,434,631,902,4422,9757,19603
2459,9876989,"Kazue Kato, John Werry",21,"Blue Exorcist, Vol. 1  (Blue Exorcist, #1)",4.36,39464,473,492,1101,5033,10098,23128
2460,604803,Terry Goodkind,21,"Confessor (Sword of Truth, #11)",4.08,37862,845,1115,2265,6850,12256,17808
2461,88815,Mohsin Hamid,21,The Reluctant Fundamentalist,3.67,33879,4713,768,3367,12197,16905,7716
2462,12432220,Jennifer A. Nielsen,21,The False Prince (The Ascendance Trilogy #1),4.22,49667,7080,753,1650,7374,18485,24717
2463,85386,John Updike,21,"Rabbit, Run (Rabbit Angstrom #1)",3.57,39485,2641,2145,4626,11883,14610,9287
2464,56627,Daniel Todd Gilbert,21,Stumbling on Happiness,3.82,37601,2166,980,2832,10042,13956,11571
2465,400412,T.S. Eliot,21,The Waste Land and Other Poems,4.23,38462,618,645,1395,6067,12798,20273
2466,201146,"Else Holmelund Minarik, Maurice Sendak",21,Little Bear,4.22,46731,407,548,1650,8559,13043,23741
2467,206172,Edgar Allan Poe,21,The Pit and the Pendulum,4.15,40289,581,371,1361,8463,17826,19591
2468,34529,Terry Pratchett,21,"Lords and Ladies (Discworld, #14; Witches #4)",4.14,43980,997,117,1132,9814,19985,19644
2469,62530,Terry Pratchett,21,"Thud! (Discworld, #34; City Watch #7)",4.29,44496,1256,139,785,6963,18468,23371
2470,28876,Naomi Novik,21,"His Majesty's Dragon (Temeraire, #1)",4.05,48381,4441,672,2238,10114,21932,19358
2471,444304,"Holly Black, Tony DiTerlizzi",21,"The Field Guide (The Spiderwick Chronicles, #1)",3.85,56913,2574,1123,3690,16228,19308,18322
2472,7497897,David Platt,21,Radical: Taking Back Your Faith from the American Dream,4.18,36326,1669,661,1563,5711,11742,17640
2473,1303,"Robert Greene, Joost Elffers",21,The 48 Laws of Power,4.18,37613,2166,927,1790,5953,12041,19441
2474,41667,Jean Craighead George,21,"My Side of the Mountain (Mountain, #1)",4.03,47002,2441,904,2181,10419,18138,18976
2475,3392089,"Susanna Kearsley, Rosalyn Landor",21,"The Winter Sea (Slains, #1)",4.07,39572,5615,747,2018,8563,18478,17978
2476,5861926,Peter Lerangis,21,"The Sword Thief (The 39 Clues, #3)",3.87,41021,1112,1584,2869,10292,12408,15420
2477,85437,Robin Cook,21,Coma,3.86,29071,567,431,2125,11625,15950,11409
2478,46945,"Hubert Selby Jr., Darren Aronofsky, Richard Price",21,Requiem for a Dream,4.1,37995,935,724,1428,6791,14658,15791
2479,111332,Erin Hunter,21,"Into the Wild (Warriors, #1)",4.29,48111,4298,1111,1865,6891,13810,28986
2480,76401,Dee Brown,21,Bury My Heart at Wounded Knee: An Indian History of the American West,4.21,40565,2277,541,1285,6571,15305,19821
2481,128066,"Władysław Szpilman, Anthea Bell",21,"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45",4.24,43578,824,844,1252,6179,15780,22454
2482,16033902,Maya Banks,21,"Rush (Breathless, #1)",3.97,53937,3667,1661,3491,11831,19796,21791
2483,3052106,"Ian Edginton, Oscar Wilde, I.N.J. Culbard",21,The Picture of Dorian Gray: A Graphic Novel,4.12,40650,104,794,1689,7380,12975,17997
2484,11557,Robert McCammon,21,Swan Song,4.28,38018,2390,614,1445,5486,12216,21961
2485,22522805,Kazuo Ishiguro,21,The Buried Giant,3.42,31271,6044,1963,5493,12284,12871,6381
2486,68494,China Miéville,21,"Perdido Street Station (Bas-Lag, #1)",3.96,41058,3853,1511,3067,8134,16603,17063
2487,4070493,Carrie Jones,21,"Need (Need, #1)",3.71,54819,3582,2844,5660,14185,15946,17792
2488,2442,Terry Pratchett,21,"Witches Abroad (Discworld, #12; Witches #3)",4.2,47875,1345,154,1181,9481,20682,23163
2489,721012,"Geoffrey Crayon, Washington Irving, William L. Hedges",21,The Legend of Sleepy Hollow and Other Stories,3.93,42952,437,449,2192,11813,16501,14541
2490,117,Frank Herbert,21,Heretics of Dune (Dune Chronicles #5),3.83,40415,612,715,3037,11673,15212,12732
2491,772852,"David Wilkerson, John Sherrill, Elizabeth Sherrill",21,The Cross and the Switchblade,4.2,37349,441,459,1318,6470,11593,18260
2492,346087,Jim Butcher,21,"Captain's Fury (Codex Alera, #4)",4.38,42769,966,117,523,4802,17644,23837
2493,9912994,Chuck Palahniuk,21,"Damned (Damned, #1)",3.38,33787,3331,2237,5457,12700,11466,6490
2494,222458,Cynthia Lord,21,Rules,3.96,42950,4000,723,2549,9936,15896,15385
2495,8584686,Karen Russell,21,Swamplandia!,3.21,38955,7023,3098,7852,14358,12750,5273
2496,49353,Michael Connelly,21,"The Last Coyote (Harry Bosch, #4; Harry Bosch Universe, #4)",4.21,37717,1364,127,582,6438,19648,17259
2497,2715,Mark Kurlansky,21,Salt: A World History,3.73,39402,2640,1381,3530,10799,14127,10898
2498,31173,"Charlotte Brontë, A.S. Byatt, Μαρία Λαϊνά, Ignes Sodre",21,Villette,3.75,41793,2731,1438,4142,13066,15929,13425
2499,10552338,Neal Stephenson,21,Reamde,3.96,34839,4221,633,2116,8116,16451,12641
2500,34502,Terry Pratchett,21,"Soul Music (Discworld, #16; Death, #3)",4.02,43626,1172,203,1892,12008,19757,17419
2501,14740588,Janet Evanovich,21,"Notorious Nineteen (Stephanie Plum, #19)",3.9,42656,5011,348,2413,14528,20138,14969
2502,6117055,Richard Dawkins,21,The Greatest Show on Earth: The Evidence for Evolution,4.16,34088,1620,872,1112,5169,13850,16103
2503,392297,Frank Miller,21,"Sin City, Vol. 1: The Hard Goodbye (Sin City, #1)",4.16,40866,792,652,1471,6658,15444,18229
2504,356896,Og Mandino,21,The Greatest Salesman in the World,4.19,35971,969,637,1635,6134,10899,18369
2505,3758,Ian Fleming,21,"Casino Royale (James Bond, #1)",3.73,39150,3074,738,3128,14342,18248,10318
2506,83144,Paullina Simons,21,"The Bronze Horseman (The Bronze Horseman, #1)",4.34,37369,6085,1198,2005,4963,11371,29002
2507,11346,Toni Morrison,21,Sula,3.86,37196,2324,756,2441,10601,16513,11876
2508,17999892,A.G. Riddle,21,"The Atlantis Gene (The Origin Mystery, #1)",3.69,20626,2909,1360,3530,10874,15087,9604
2509,7148256,Philippa Gregory,21,"The Red Queen (The Plantagenet and Tudor Novels, #3)",3.74,42128,3912,681,3444,14944,18717,11258
2510,6642402,Julie James,21,"Something About You (FBI/US Attorney, #1)",3.94,47720,2103,1385,2450,10784,18245,16985
2511,105552,Dr. Seuss,21,Mr. Brown Can Moo! Can You?,4.11,41437,626,561,2227,9067,11245,20169
2512,10607,"Stephen King, Peter Straub",21,"Black House (The Talisman, #2)",3.99,40734,1227,722,2405,9632,15995,16072
2513,15719,"Neil Gaiman, Andy Kubert, Richard Isanove, Peter Sanderson",21,Marvel 1602,3.93,43541,1344,1074,2566,10389,16829,15332
2514,26722,Vince Flynn,21,"Act of Treason (Mitch Rapp, #9)",4.28,34242,775,350,694,4651,13743,17380
2515,13330761,Peter Heller,21,The Dog Stars,3.9,33465,5883,938,2258,8685,16876,12068
2516,19494,John le Carré,21,The Spy Who Came In from the Cold,4.05,37557,2712,318,1680,8752,19424,15478
2517,133664,Jim Butcher,21,"Academ's Fury (Codex Alera, #2)",4.27,43941,1321,142,781,6265,19369,21115
2518,13162,James Patterson,21,"When the Wind Blows (When the Wind Blows, #1)",3.92,39948,1333,896,2319,9965,14533,14009
2519,6443834,"Haruki Murakami, 村上 春樹",21,"1Q84 BOOK 1 (1Q84, #1)",3.96,32323,1280,1325,2014,6601,13628,13201
2520,4004,"Paulo Coelho, Alan R. Clarke",21,The Pilgrimage,3.64,28283,1451,1566,3821,9822,10998,9297
2521,383028,Lee Child,21,"The Hard Way (Jack Reacher, #10)",4.14,36240,1935,149,761,7672,20234,16146
2522,231821,Sheila Burnford,21,The Incredible Journey,4.16,42094,712,417,1281,8145,14522,18848
2523,13529,Geraldine Brooks,21,March,3.73,43737,5216,1147,3471,12361,18270,10575
2524,13359067,"Lee Child, Dick Hill",21,"A Wanted Man (Jack Reacher, #17)",4.0,33264,3339,347,1700,9745,18193,14041
2525,22369,"Grant Morrison, Frank Quitely",21,"All-Star Superman, Vol. 1",4.06,35061,610,1306,2042,6313,9600,16387
2526,12177850,George R.R. Martin,21,"A Song of Ice and Fire (A Song of Ice and Fire, #1-5)",4.63,20567,1406,186,357,1851,8085,26538
2527,16158558,Nora Roberts,21,"Dark Witch (The Cousins O'Dwyer Trilogy, #1)",3.91,33481,3641,1221,2934,9894,13945,15332
2528,7198988,Alyson Noel,21,"Dark Flame (The Immortals, #4)",3.73,51250,1805,2400,5698,13679,13943,17925
2529,25734248,Fiona Barton,21,The Widow,3.49,36504,5692,1257,4915,17948,17226,6919
2530,6255144,Patrick Carman,21,"The Black Circle (The 39 Clues, #5)",4.0,42084,705,1025,2229,9613,12392,17351
2531,15820748,Kiera Cass,21,"The Prince (The Selection, #0.5)",3.93,51454,3588,844,3552,13728,17701,19747
2532,16069030,Marie Rutkoski,21,"The Winner's Curse (The Winner's Trilogy, #1)",4.03,56635,9748,1427,3122,11564,25269,23801
2533,71332,Sapphire,21,Push,3.82,36207,5572,1140,2859,10225,15640,11718
2534,17465515,"Elena Ferrante, Ann Goldstein",21,The Story of a New Name (The Neapolitan Novels #2),4.37,33395,3822,207,632,4162,16700,22052
2535,70539,Arthur C. Clarke,21,"2010: Odyssey Two (Space Odyssey, #2)",3.89,36907,812,231,1756,10978,17282,10509
2536,6406018,Atsushi Ohkubo,21,"Soul Eater, Vol. 01 (Soul Eater, #1)",4.3,34289,354,532,1299,4899,8255,19488
